team,game_id,season,game_type,game_date,start_time_utc,game_state,home_team,away_team,opponent,is_home,venue,goals_for,goals_against,result,days_since_previous
CAR,2025020957,20252026,2,2026-03-02,2026-03-03T03:00:00Z,OFF,SEA,CAR,SEA,False,Climate Pledge Arena,1.0,2.0,L,2.0
CAR,2025020972,20252026,2,2026-03-04,2026-03-05T03:00:00Z,OFF,VAN,CAR,VAN,False,Rogers Arena,6.0,4.0,W,2.0
CAR,2025020986,20252026,2,2026-03-06,2026-03-07T02:00:00Z,OFF,EDM,CAR,EDM,False,Rogers Place,6.0,3.0,W,2.0
CAR,2025020998,20252026,2,2026-03-07,2026-03-08T03:00:00Z,OFF,CGY,CAR,CGY,False,Scotiabank Saddledome,4.0,5.0,L,1.0
CAR,2025021018,20252026,2,2026-03-10,2026-03-10T23:00:00Z,OFF,CAR,PIT,PIT,True,Lenovo Center,5.0,4.0,W,3.0
CAR,2025021033,20252026,2,2026-03-12,2026-03-12T23:00:00Z,OFF,CAR,STL,STL,True,Lenovo Center,1.0,3.0,L,2.0
CAR,2025021049,20252026,2,2026-03-14,2026-03-14T23:00:00Z,OFF,TBL,CAR,TBL,False,Benchmark International Arena,4.0,2.0,W,2.0
CAR,2025021070,20252026,2,2026-03-17,2026-03-17T23:00:00Z,OFF,CBJ,CAR,CBJ,False,Nationwide Arena,1.0,5.0,L,3.0
CAR,2025021078,20252026,2,2026-03-18,2026-03-18T23:00:00Z,OFF,CAR,PIT,PIT,True,Lenovo Center,6.0,5.0,W,1.0
CAR,2025021094,20252026,2,2026-03-20,2026-03-20T23:00:00Z,OFF,TOR,CAR,TOR,False,Scotiabank Arena,4.0,3.0,W,2.0
CAR,2025021112,20252026,2,2026-03-22,2026-03-22T19:00:00Z,OFF,PIT,CAR,PIT,False,PPG Paints Arena,5.0,1.0,W,2.0
CAR,2025021121,20252026,2,2026-03-24,2026-03-24T23:00:00Z,OFF,MTL,CAR,MTL,False,Centre Bell,2.0,5.0,L,2.0
CAR,2025021157,20252026,2,2026-03-28,2026-03-28T21:00:00Z,OFF,CAR,NJD,NJD,True,Lenovo Center,5.0,2.0,W,4.0
CAR,2025021169,20252026,2,2026-03-29,2026-03-29T21:00:00Z,OFF,CAR,MTL,MTL,True,Lenovo Center,1.0,3.0,L,1.0
CAR,2025021185,20252026,2,2026-03-31,2026-03-31T23:30:00Z,OFF,CBJ,CAR,CBJ,False,Nationwide Arena,5.0,2.0,W,2.0
CAR,2025021197,20252026,2,2026-04-02,2026-04-02T23:00:00Z,OFF,CAR,CBJ,CBJ,True,Lenovo Center,5.0,1.0,W,2.0
CAR,2025021214,20252026,2,2026-04-04,2026-04-04T23:00:00Z,OFF,CAR,NYI,NYI,True,Lenovo Center,4.0,3.0,W,2.0
CAR,2025021225,20252026,2,2026-04-05,2026-04-05T21:00:00Z,OFF,OTT,CAR,OTT,False,Canadian Tire Centre,3.0,6.0,L,1.0
CAR,2025021237,20252026,2,2026-04-07,2026-04-07T23:00:00Z,OFF,CAR,BOS,BOS,True,Lenovo Center,6.0,5.0,W,2.0
CAR,2025021255,20252026,2,2026-04-09,2026-04-10T00:30:00Z,OFF,CHI,CAR,CHI,False,United Center,7.0,2.0,W,2.0
CAR,2025021269,20252026,2,2026-04-11,2026-04-11T21:00:00Z,OFF,UTA,CAR,UTA,False,Delta Center,4.0,1.0,W,2.0
CAR,2025021284,20252026,2,2026-04-13,2026-04-13T23:00:00Z,OFF,PHI,CAR,PHI,False,Xfinity Mobile Arena,2.0,3.0,L,2.0
CAR,2025021293,20252026,2,2026-04-14,2026-04-14T23:00:00Z,OFF,NYI,CAR,NYI,False,UBS Arena,2.0,1.0,W,1.0
CAR,2025030131,20252026,3,2026-04-18,2026-04-18T19:00:00Z,OFF,CAR,OTT,OTT,True,Lenovo Center,2.0,0.0,W,4.0
CAR,2025030132,20252026,3,2026-04-20,2026-04-20T23:30:00Z,OFF,CAR,OTT,OTT,True,Lenovo Center,3.0,2.0,W,2.0
CAR,2025030133,20252026,3,2026-04-23,2026-04-23T23:30:00Z,OFF,OTT,CAR,OTT,False,Canadian Tire Centre,2.0,1.0,W,3.0
CAR,2025030134,20252026,3,2026-04-25,2026-04-25T19:00:00Z,OFF,OTT,CAR,OTT,False,Canadian Tire Centre,4.0,2.0,W,2.0
CAR,2025030221,20252026,3,2026-05-02,2026-05-03T00:00:00Z,OFF,CAR,PHI,PHI,True,Lenovo Center,3.0,0.0,W,7.0
CAR,2025030222,20252026,3,2026-05-04,2026-05-04T23:00:00Z,OFF,CAR,PHI,PHI,True,Lenovo Center,3.0,2.0,W,2.0
CAR,2025030223,20252026,3,2026-05-07,2026-05-08T00:00:00Z,OFF,PHI,CAR,PHI,False,Xfinity Mobile Arena,4.0,1.0,W,3.0
CAR,2025030224,20252026,3,2026-05-09,2026-05-09T22:00:00Z,OFF,PHI,CAR,PHI,False,Xfinity Mobile Arena,3.0,2.0,W,2.0
CAR,2025030311,20252026,3,2026-05-21,2026-05-22T00:00:00Z,OFF,CAR,MTL,MTL,True,Lenovo Center,2.0,6.0,L,12.0
CAR,2025030312,20252026,3,2026-05-23,2026-05-23T23:00:00Z,OFF,CAR,MTL,MTL,True,Lenovo Center,3.0,2.0,W,2.0
CAR,2025030313,20252026,3,2026-05-25,2026-05-26T00:00:00Z,OFF,MTL,CAR,MTL,False,Centre Bell,3.0,2.0,W,2.0
CAR,2025030314,20252026,3,2026-05-27,2026-05-28T00:00:00Z,OFF,MTL,CAR,MTL,False,Centre Bell,4.0,0.0,W,2.0
CAR,2025030315,20252026,3,2026-05-29,2026-05-30T00:00:00Z,OFF,CAR,MTL,MTL,True,Lenovo Center,6.0,1.0,W,2.0
CAR,2025030411,20252026,3,2026-06-02,2026-06-03T00:00:00Z,FUT,CAR,VGK,VGK,True,Lenovo Center,,,,4.0
CAR,2025030412,20252026,3,2026-06-04,2026-06-05T00:00:00Z,FUT,CAR,VGK,VGK,True,Lenovo Center,,,,2.0
CAR,2025030413,20252026,3,2026-06-06,2026-06-07T00:00:00Z,FUT,VGK,CAR,VGK,False,T-Mobile Arena,,,,2.0
CAR,2025030414,20252026,3,2026-06-09,2026-06-10T00:00:00Z,FUT,VGK,CAR,VGK,False,T-Mobile Arena,,,,3.0
CAR,2025030415,20252026,3,2026-06-11,2026-06-12T00:00:00Z,FUT,CAR,VGK,VGK,True,Lenovo Center,,,,2.0
CAR,2025030416,20252026,3,2026-06-14,2026-06-15T00:00:00Z,FUT,VGK,CAR,VGK,False,T-Mobile Arena,,,,3.0
CAR,2025030417,20252026,3,2026-06-17,2026-06-18T00:00:00Z,FUT,CAR,VGK,VGK,True,Lenovo Center,,,,3.0
